model,year,price,transmission,mileage,fuelType,tax(£),mpg,engineSize
 I30,2018,78000.0,Manual,11901,Petrol,145,56.5,1.0
 I30,2018,87333.33333333333,Manual,4758,Diesel,145,74.3,1.6
 Tucson,2018,116000.0,Manual,18,Petrol,145,34.9,1.6
 I30,2018,64666.666666666664,Manual,11852,Petrol,145,57.7,1.0
 I30,2015,42000.0,Manual,45640,Petrol,145,47.1,1.4
 Santa Fe,2014,84000.0,Manual,50425,Diesel,200,46.3,2.2
 Tucson,2019,113000.0,Manual,9488,Petrol,145,34.9,1.6
 Kona,2018,92333.33333333333,Manual,11118,Petrol,145,44.1,1.0
 Kona,2018,92333.33333333333,Manual,11139,Petrol,145,44.1,1.0
 Tucson,2016,75666.66666666667,Manual,48233,Diesel,30,61.7,1.7
 I30,2018,77000.0,Manual,17402,Petrol,145,56.5,1.0
 I30,2016,58333.333333333336,Manual,24109,Petrol,145,48.7,1.4
 I30,2018,67666.66666666667,Manual,12130,Petrol,145,57.7,1.0
 I30,2018,81000.0,Manual,11122,Diesel,145,74.3,1.6
 I30,2018,78000.0,Manual,14875,Petrol,145,56.5,1.0
 Tucson,2019,108666.66666666667,Manual,14461,Petrol,150,34.9,1.6
 I10,2017,54333.333333333336,Manual,5733,Petrol,20,60.1,1.0
 Tucson,2017,100000.0,Manual,45726,Diesel,150,61.7,1.7
 I30,2016,51000.0,Manual,41429,Diesel,0,78.4,1.6
 Tucson,2017,98000.0,Manual,15908,Diesel,145,61.7,1.7
 I30,2013,37000.0,Manual,42786,Petrol,145,47.1,1.4
 I40,2015,56333.333333333336,Manual,53730,Diesel,30,65.7,1.7
 IX35,2013,38333.333333333336,Manual,78189,Diesel,145,48.7,1.7
 IX20,2016,49333.333333333336,Manual,30565,Petrol,125,50.4,1.4
 IX35,2013,36333.333333333336,Manual,91001,Diesel,150,48.7,1.7
 Tucson,2016,74666.66666666667,Manual,24636,Petrol,165,44.8,1.6
 Tucson,2016,81000.0,Manual,35870,Diesel,30,61.7,1.7
 I20,2018,64666.666666666664,Manual,11010,Petrol,145,58.9,1.2
 Tucson,2017,77666.66666666667,Manual,62382,Diesel,30,61.7,1.7
 I10,2018,70666.66666666667,Semi-Auto,4826,Petrol,145,47.9,1.2
 Kona,2018,88000.0,Manual,19001,Petrol,145,52.3,1.0
 Kona,2018,94333.33333333333,Manual,18911,Petrol,145,52.3,1.0
 Kona,2018,88000.0,Manual,13655,Petrol,145,52.3,1.0
 IX20,2015,46000.0,Manual,34123,Petrol,125,50.4,1.4
 I10,2016,37000.0,Manual,20746,Petrol,20,60.1,1.0
 Kona,2019,103666.66666666667,Manual,3752,Petrol,145,44.1,1.0
 Tucson,2016,86333.33333333333,Manual,26677,Diesel,30,61.7,1.7
 Tucson,2016,70333.33333333333,Manual,44268,Diesel,30,61.7,1.7
 I40,2016,67000.0,Manual,26775,Diesel,30,65.7,1.7
 Tucson,2016,76666.66666666667,Manual,41350,Diesel,30,61.7,1.7
 I40,2017,73333.33333333333,Manual,33763,Diesel,145,65.7,1.7
 Tucson,2016,73333.33333333333,Manual,42404,Diesel,30,61.7,1.7
 Tucson,2016,75666.66666666667,Manual,37692,Diesel,30,61.7,1.7
 I20,2017,54333.333333333336,Manual,19583,Petrol,30,55.4,1.2
 IX35,2015,53333.333333333336,Manual,64925,Diesel,165,51.4,2.0
 I30,2013,37000.0,Manual,62227,Petrol,165,46.0,1.4
 I20,2013,43000.0,Automatic,26550,Petrol,145,47.1,1.4
 I30,2016,43000.0,Manual,73053,Petrol,125,50.4,1.4
 I30,2017,67666.66666666667,Manual,13692,Petrol,145,56.5,1.0
 Tucson,2019,108666.66666666667,Manual,15196,Petrol,145,34.9,1.6
 Tucson,2019,108666.66666666667,Manual,13684,Petrol,145,34.9,1.6
 Tucson,2017,95666.66666666667,Manual,6741,Petrol,150,44.8,1.6
 Tucson,2018,108666.66666666667,Manual,9653,Petrol,150,34.9,1.6
 Tucson,2017,100000.0,Semi-Auto,25630,Diesel,125,57.6,1.7
 I30,2015,52333.333333333336,Manual,20662,Petrol,145,48.7,1.4
 I10,2017,44000.0,Manual,31696,Petrol,20,60.1,1.0
 Tucson,2017,98000.0,Manual,13490,Diesel,30,61.7,1.7
 IX35,2013,41666.666666666664,Manual,56726,Diesel,150,48.7,1.7
 Tucson,2018,93666.66666666667,Manual,15474,Diesel,145,61.7,1.7
 Tucson,2016,64000.0,Manual,89895,Diesel,30,61.7,1.7
 I20,2016,46000.0,Manual,15701,Petrol,30,55.4,1.2
 Tucson,2017,113000.0,Manual,14412,Diesel,150,61.4,1.7
 Ioniq,2018,113000.0,Automatic,17598,Hybrid,135,78.5,1.6
 I30,2015,45666.666666666664,Manual,48949,Diesel,0,78.4,1.6
 Tucson,2016,105333.33333333333,Automatic,28723,Diesel,200,47.1,2.0
 I10,2017,52333.333333333336,Manual,9859,Petrol,145,60.1,1.0
 Tucson,2018,126666.66666666667,Semi-Auto,16522,Diesel,145,47.1,1.6
 I30,2015,51000.0,Manual,21575,Diesel,20,72.4,1.6
 I30,2018,81000.0,Manual,16174,Diesel,145,74.3,1.6
 I30,2016,56333.333333333336,Manual,30266,Diesel,0,78.4,1.6
 I10,2017,56333.333333333336,Manual,15553,Petrol,145,57.7,1.2
 Tucson,2019,108666.66666666667,Manual,17338,Petrol,145,34.9,1.6
 Santa Fe,2019,258000.0,Semi-Auto,1001,Diesel,145,39.8,2.2
 Tucson,2017,91666.66666666667,Manual,24263,Diesel,30,61.7,1.7
 I30,2019,91333.33333333333,Manual,5449,Petrol,150,45.6,1.0
 IX20,2016,52333.333333333336,Manual,25018,Petrol,125,50.4,1.4
 I30,2015,46000.0,Manual,38884,Petrol,150,48.7,1.4
 I30,2018,84000.0,Manual,13901,Diesel,145,74.3,1.6
 IX20,2017,66666.66666666667,Manual,8303,Petrol,125,50.4,1.4
 Kona,2018,92333.33333333333,Manual,3353,Petrol,145,44.1,1.0
 IX35,2014,54333.333333333336,Manual,43978,Diesel,145,53.3,1.7
 Tucson,2019,108666.66666666667,Manual,12818,Petrol,150,34.9,1.6
 I30,2016,49333.333333333336,Manual,29465,Petrol,125,50.4,1.4
 Tucson,2017,91666.66666666667,Manual,6318,Petrol,160,44.8,1.6
 Tucson,2017,94666.66666666667,Manual,22714,Diesel,145,61.7,1.7
 I30,2015,47000.0,Manual,50221,Diesel,0,78.4,1.6
 I10,2018,49333.333333333336,Manual,3895,Petrol,145,60.1,1.0
 Tucson,2019,108666.66666666667,Manual,13177,Petrol,150,34.9,1.6
 Tucson,2019,108666.66666666667,Manual,11686,Petrol,150,34.9,1.6
 I30,2016,60666.666666666664,Manual,18361,Diesel,0,78.4,1.6
 Tucson,2019,108666.66666666667,Manual,15861,Petrol,145,34.9,1.6
 Tucson,2019,108666.66666666667,Manual,17431,Petrol,145,34.9,1.6
 Kona,2018,94333.33333333333,Manual,8980,Petrol,145,44.1,1.0
 Tucson,2016,72333.33333333333,Manual,31237,Diesel,30,61.7,1.7
 Tucson,2017,98000.0,Manual,17820,Diesel,145,61.7,1.7
 IX20,2016,51333.333333333336,Manual,8423,Petrol,125,50.4,1.4
 Tucson,2019,108666.66666666667,Manual,15091,Petrol,145,34.9,1.6
 Tucson,2019,108666.66666666667,Manual,11896,Petrol,145,34.9,1.6
 Tucson,2016,80000.0,Manual,30164,Diesel,30,61.7,1.7
 Tucson,2016,82000.0,Manual,35696,Diesel,30,61.7,1.7
 I30,2016,70333.33333333333,Manual,28390,Petrol,235,38.7,1.6
 Ioniq,2018,119333.33333333333,Automatic,11776,Hybrid,135,78.5,1.6
 Tucson,2016,86333.33333333333,Manual,12663,Diesel,30,61.7,1.7
 Tucson,2017,119333.33333333333,Semi-Auto,23941,Diesel,125,57.6,1.7
 I30,2016,55333.333333333336,Manual,28022,Diesel,0,78.4,1.6
 Tucson,2017,78666.66666666667,Manual,22068,Diesel,30,61.7,1.7
 Tucson,2017,102333.33333333333,Semi-Auto,24144,Diesel,125,57.6,1.7
 Tucson,2016,83000.0,Manual,23793,Diesel,30,61.7,1.7
 IX20,2015,40000.0,Manual,27027,Petrol,125,50.4,1.4
 Tucson,2017,98000.0,Manual,14920,Diesel,30,61.7,1.7
 I40,2014,57333.333333333336,Manual,38589,Diesel,30,62.8,1.7
 Ioniq,2019,161666.66666666666,Automatic,2031,Hybrid,135,62.8,1.6
 Tucson,2017,113000.0,Semi-Auto,15935,Diesel,125,57.6,1.7
 Kona,2018,114666.66666666667,Manual,4829,Petrol,150,44.1,1.0
 I30,2015,49000.0,Manual,35259,Diesel,0,78.4,1.6
 Tucson,2017,94666.66666666667,Manual,45005,Diesel,145,61.7,1.7
 Tucson,2016,75666.66666666667,Manual,40540,Diesel,30,61.7,1.7
 Tucson,2016,68000.0,Manual,59776,Diesel,30,61.7,1.7
 Tucson,2016,76666.66666666667,Manual,51963,Diesel,30,61.7,1.7
 Tucson,2017,94666.66666666667,Manual,31927,Diesel,30,61.7,1.7
 I30,2016,57333.333333333336,Manual,5156,Petrol,145,48.7,1.4
 Santa Fe,2019,265000.0,Semi-Auto,3122,Diesel,145,39.8,2.2
 Tucson,2016,74666.66666666667,Manual,34747,Petrol,160,44.8,1.6
 Kona,2019,104666.66666666667,Manual,15,Petrol,145,44.1,1.0
 IX20,2016,49333.333333333336,Manual,28933,Petrol,125,50.4,1.4
 Tucson,2017,102333.33333333333,Manual,15455,Diesel,30,61.7,1.7
 Tucson,2019,151000.0,Manual,1550,Hybrid,145,51.4,1.6
 IX20,2016,52333.333333333336,Manual,19658,Petrol,125,50.4,1.4
 IX20,2017,72333.33333333333,Automatic,9595,Petrol,160,43.5,1.6
 I30,2016,54333.333333333336,Manual,33503,Petrol,145,48.7,1.4
 I10,2014,36000.0,Manual,13281,Petrol,20,60.1,1.0
 I10,2017,48333.333333333336,Manual,1847,Petrol,20,60.1,1.0
 I10,2014,36000.0,Manual,13281,Petrol,20,60.1,1.0
 I10,2017,48333.333333333336,Manual,1847,Petrol,20,60.1,1.0
 Tucson,2016,95666.66666666667,Semi-Auto,12489,Diesel,125,57.6,1.7
 Tucson,2016,83000.0,Manual,30773,Diesel,30,61.7,1.7
 Tucson,2017,105333.33333333333,Manual,8016,Diesel,30,61.7,1.7
 Tucson,2017,102333.33333333333,Semi-Auto,18701,Diesel,125,57.6,1.7
 I800,2018,125333.33333333333,Manual,32235,Diesel,145,28.0,2.5
 I30,2016,61666.666666666664,Manual,12668,Petrol,145,48.7,1.4
 I30,2018,64666.666666666664,Manual,13002,Petrol,145,57.7,1.0
 Kona,2018,91333.33333333333,Manual,12424,Petrol,145,44.1,1.0
 I10,2015,37000.0,Semi-Auto,41835,Petrol,30,47.9,1.2
 Tucson,2017,128666.66666666667,Manual,15899,Diesel,145,54.3,2.0
 I800,2019,144333.33333333334,Manual,5137,Diesel,145,31.7,2.5
 Tucson,2019,108666.66666666667,Manual,11750,Petrol,150,34.9,1.6
 I30,2018,74666.66666666667,Manual,14664,Petrol,145,56.5,1.0
 IX35,2015,70333.33333333333,Automatic,44705,Diesel,265,41.5,2.0
 I30,2017,98000.0,Manual,30000,Diesel,145,74.3,1.6
 IX35,2015,60666.666666666664,Manual,33730,Diesel,145,53.3,1.7
 I30,2015,49333.333333333336,Manual,30796,Petrol,150,48.7,1.4
 Tucson,2017,97000.0,Manual,21985,Diesel,145,61.7,1.7
 Kona,2018,98333.33333333333,Manual,13557,Petrol,145,44.1,1.0
 Santa Fe,2016,123000.0,Manual,23828,Diesel,200,47.1,2.2
 I10,2017,46000.0,Manual,37513,Petrol,145,57.7,1.2
 Tucson,2016,78666.66666666667,Manual,38564,Diesel,30,61.7,1.7
 IX20,2016,45000.0,Manual,38297,Petrol,125,50.4,1.4
 I40,2017,82000.0,Manual,22336,Diesel,145,65.7,1.7
 Kona,2018,100333.33333333333,Manual,6014,Petrol,145,44.1,1.0
 Ioniq,2018,117000.0,Automatic,11942,Hybrid,135,78.5,1.6
 I800,2016,106333.33333333333,Automatic,17110,Diesel,325,33.6,2.5
 Tucson,2017,105333.33333333333,Semi-Auto,17526,Diesel,145,57.6,1.7
 Tucson,2016,76666.66666666667,Manual,31702,Diesel,30,61.7,1.7
 I30,2015,49000.0,Manual,32398,Diesel,0,78.4,1.6
 Tucson,2016,70333.33333333333,Manual,32617,Diesel,30,61.7,1.7
 I30,2015,40333.333333333336,Manual,50700,Diesel,0,78.4,1.6
 I30,2016,49000.0,Manual,38011,Diesel,0,78.4,1.6
 I800,2019,144333.33333333334,Manual,16232,Diesel,145,31.7,2.5
 Tucson,2016,71333.33333333333,Manual,10906,Petrol,160,44.8,1.6
 I10,2013,21666.666666666668,Manual,48000,Petrol,20,61.4,1.2
 IX35,2013,48000.0,Automatic,71888,Diesel,300,39.2,2.0
 IX35,2014,53333.333333333336,Manual,42630,Diesel,145,53.3,1.7
 I30,2018,61666.666666666664,Manual,30287,Petrol,145,56.5,1.0
 I10,2016,36000.0,Manual,33318,Petrol,20,60.1,1.0
 I30,2016,56333.333333333336,Manual,20457,Diesel,0,78.4,1.6
 Tucson,2019,122333.33333333333,Manual,3475,Petrol,145,35.3,1.6
 IX20,2017,67666.66666666667,Manual,12102,Petrol,145,50.4,1.4
 I20,2015,33666.666666666664,Manual,56471,Petrol,30,58.9,1.2
 IX35,2014,51000.0,Manual,51023,Diesel,145,53.3,1.7
 I40,2014,48000.0,Manual,46152,Diesel,30,62.8,1.7
 IX35,2014,54333.333333333336,Manual,54550,Diesel,150,53.3,1.7
 Santa Fe,2017,140666.66666666666,Semi-Auto,40124,Diesel,235,42.8,2.2
 I30,2015,43000.0,Manual,30010,Petrol,150,47.1,1.4
 I30,2016,64000.0,Manual,33298,Diesel,20,72.4,1.6
 I10,2015,37000.0,Manual,20979,Petrol,20,60.1,1.0
 Tucson,2016,92666.66666666667,Automatic,26600,Diesel,200,47.1,2.0
 I30,2016,71333.33333333333,Automatic,6839,Petrol,200,41.5,1.6
 Ioniq,2018,113000.0,Automatic,28283,Hybrid,135,78.5,1.6
 Kona,2018,91333.33333333333,Manual,11724,Petrol,145,44.1,1.0
 I10,2016,43000.0,Manual,10590,Petrol,20,60.1,1.0
 IX35,2014,50000.0,Manual,59247,Diesel,145,53.3,1.7
 I30,2016,54333.333333333336,Manual,41593,Diesel,0,78.4,1.6
 I10,2017,49333.333333333336,Manual,5970,Petrol,150,60.1,1.0
 Tucson,2017,98000.0,Manual,16353,Diesel,30,61.7,1.7
 I10,2014,29666.666666666668,Manual,41063,Petrol,20,60.1,1.0
 I30,2014,41000.0,Manual,45449,Petrol,145,47.1,1.4
 I10,2017,52333.333333333336,Manual,30318,Petrol,145,57.7,1.2
 I30,2013,30666.666666666668,Manual,71271,Petrol,145,47.1,1.4
 I30,2015,42666.666666666664,Manual,42307,Diesel,0,78.4,1.6
 I30,2018,89333.33333333333,Manual,8404,Diesel,145,74.3,1.6
 I10,2018,52333.333333333336,Manual,14956,Petrol,145,60.1,1.0
 Ioniq,2018,121333.33333333333,Automatic,13474,Hybrid,135,78.5,1.6
 Ioniq,2018,113000.0,Automatic,11856,Hybrid,135,78.5,1.6
 Tucson,2016,86333.33333333333,Manual,13185,Diesel,30,61.7,1.7
 I20,2017,58333.333333333336,Manual,13480,Petrol,145,58.9,1.2
 Tucson,2016,94666.66666666667,Manual,15110,Diesel,30,61.7,1.7
 Kona,2018,92333.33333333333,Manual,21636,Petrol,145,52.3,1.0
 Tucson,2017,105333.33333333333,Manual,16814,Diesel,145,61.7,1.7
 I30,2016,51000.0,Manual,38705,Diesel,0,78.4,1.6
 Tucson,2017,89333.33333333333,Manual,27742,Diesel,30,61.7,1.7
 Tucson,2017,108666.66666666667,Semi-Auto,19900,Diesel,125,57.6,1.7
 I30,2016,55333.333333333336,Manual,26225,Petrol,150,48.7,1.4
 IX35,2015,60666.666666666664,Manual,42865,Diesel,150,53.3,1.7
 Tucson,2017,84000.0,Manual,24713,Diesel,30,61.7,1.7
 Ioniq,2018,119333.33333333333,Automatic,9097,Hybrid,135,78.5,1.6
 Kona,2018,90333.33333333333,Manual,5801,Petrol,145,52.3,1.0
 Tucson,2017,97000.0,Manual,2916,Diesel,145,61.7,1.7
 Tucson,2019,108666.66666666667,Manual,17441,Petrol,145,34.9,1.6
 Tucson,2017,98000.0,Manual,13807,Diesel,30,61.7,1.7
 IX35,2013,44666.666666666664,Manual,69605,Diesel,145,53.3,1.7
 IX20,2017,66666.66666666667,Manual,13217,Petrol,145,50.4,1.4
 I40,2015,57333.333333333336,Manual,43000,Diesel,20,67.3,1.7
 Kona,2018,80000.0,Manual,26122,Petrol,145,52.3,1.0
 Tucson,2018,101000.0,Manual,12495,Petrol,145,44.8,1.6
 I20,2018,71666.66666666667,Manual,10960,Petrol,145,46.3,1.2
 I20,2018,58333.333333333336,Manual,17472,Petrol,145,55.4,1.2
 I30,2015,43666.666666666664,Manual,59000,Diesel,0,78.4,1.6
 I20,2016,47000.0,Manual,27918,Petrol,0,65.7,1.0
 I800,2019,179666.66666666666,Manual,2269,Diesel,145,31.7,2.5
 I10,2017,49333.333333333336,Manual,19581,Petrol,145,60.1,1.0
 Tucson,2017,89333.33333333333,Manual,13635,Petrol,165,44.8,1.6
 I10,2018,50333.333333333336,Manual,8327,Petrol,145,60.1,1.0
 I10,2018,50333.333333333336,Manual,14669,Petrol,145,60.1,1.0
 I10,2018,50333.333333333336,Manual,22773,Petrol,145,60.1,1.0
 Tucson,2017,108666.66666666667,Manual,27000,Diesel,150,61.4,1.7
 I10,2017,47000.0,Manual,19881,Petrol,20,60.1,1.0
 I20,2018,60333.333333333336,Manual,16764,Petrol,150,58.9,1.2
 I10,2018,60333.333333333336,Manual,19087,Petrol,145,60.1,1.0
 I10,2018,52333.333333333336,Manual,12153,Petrol,145,60.1,1.0
 I10,2016,39000.0,Manual,9723,Petrol,20,60.1,1.0
 I30,2016,60666.666666666664,Manual,17784,Diesel,0,78.4,1.6
 Kona,2019,101333.33333333333,Manual,750,Petrol,145,44.1,1.0
 Tucson,2016,73333.33333333333,Manual,52938,Diesel,30,61.7,1.7
 Tucson,2016,80000.0,Manual,58791,Diesel,30,61.7,1.7
 I10,2016,40000.0,Manual,11909,Petrol,20,60.1,1.0
 Tucson,2016,78666.66666666667,Manual,14756,Diesel,30,61.7,1.7
 Tucson,2017,115000.0,Semi-Auto,38763,Diesel,145,57.7,1.7
 Tucson,2017,94666.66666666667,Manual,25424,Diesel,30,61.7,1.7
 I40,2016,62666.666666666664,Manual,40741,Diesel,30,65.7,1.7
 I30,2015,44666.666666666664,Manual,54324,Diesel,0,78.4,1.6
 Kona,2018,88000.0,Manual,12215,Petrol,145,44.1,1.0
 I30,2015,51333.333333333336,Manual,24904,Petrol,145,48.7,1.4
 I30,2015,48333.333333333336,Manual,24042,Petrol,145,47.1,1.4
 Ioniq,2018,98000.0,Automatic,22508,Hybrid,135,78.5,1.6
 I10,2017,44000.0,Manual,21009,Petrol,20,60.1,1.0
 Tucson,2017,104333.33333333333,Manual,15804,Diesel,30,61.7,1.7
 Tucson,2019,108666.66666666667,Manual,17815,Petrol,145,34.9,1.6
 Tucson,2016,76666.66666666667,Manual,19303,Diesel,30,61.7,1.7
 I30,2017,75666.66666666667,Manual,25344,Diesel,145,74.3,1.6
 Kona,2018,80000.0,Manual,31885,Petrol,145,52.3,1.0
 Ioniq,2018,116000.0,Automatic,16046,Hybrid,135,78.5,1.6
 Ioniq,2018,116000.0,Automatic,16790,Hybrid,135,78.5,1.6
 Tucson,2016,83000.0,Manual,28861,Diesel,30,61.7,1.7
 Kona,2018,81000.0,Manual,26615,Petrol,145,52.3,1.0
 Tucson,2019,108666.66666666667,Manual,13591,Petrol,145,34.9,1.6
 Tucson,2017,97000.0,Manual,20917,Diesel,30,61.7,1.7
 Tucson,2016,82000.0,Manual,44794,Diesel,30,61.7,1.7
 Tucson,2019,108666.66666666667,Manual,17770,Petrol,150,34.9,1.6
 Tucson,2019,108666.66666666667,Manual,17016,Petrol,150,34.9,1.6
 Tucson,2019,108666.66666666667,Manual,17966,Petrol,145,34.9,1.6
 Tucson,2017,91666.66666666667,Manual,32147,Diesel,30,61.7,1.7
 Santa Fe,2017,159666.66666666666,Manual,22919,Diesel,200,47.1,2.2
 Tucson,2018,126666.66666666667,Manual,13668,Diesel,150,48.7,1.6
 I30,2017,77666.66666666667,Manual,21542,Diesel,150,74.3,1.6
 Santa Fe,2017,152666.66666666666,Semi-Auto,12957,Diesel,240,42.8,2.2
 IX20,2018,73333.33333333333,Automatic,12914,Petrol,145,43.5,1.6
 Tucson,2017,98000.0,Manual,39144,Diesel,145,61.4,1.7
 I20,2017,50333.333333333336,Manual,21043,Petrol,30,58.9,1.2
 I10,2018,44000.0,Manual,24532,Petrol,150,60.1,1.0
 Tucson,2015,62666.666666666664,Manual,70075,Diesel,30,61.7,1.7
 IX20,2013,29666.666666666668,Manual,85000,Petrol,150,45.6,1.4
 I10,2018,54333.333333333336,Manual,7594,Petrol,145,60.1,1.0
 Santa Fe,2018,171666.66666666666,Automatic,17189,Diesel,145,42.8,2.2
 I30,2018,82000.0,Manual,15673,Diesel,145,74.3,1.6
 Tucson,2016,77666.66666666667,Manual,34020,Diesel,30,61.7,1.7
 I30,2014,37000.0,Manual,47210,Petrol,150,47.1,1.4
 I10,2018,67666.66666666667,Automatic,10000,Petrol,145,47.9,1.2
 Kona,2018,151000.0,Automatic,5200,Petrol,145,34.0,1.6
 I10,2014,33666.666666666664,Manual,42346,Petrol,20,60.1,1.0
 Tucson,2017,94666.66666666667,Semi-Auto,43858,Diesel,125,57.6,1.7
 Tucson,2016,86333.33333333333,Manual,36736,Diesel,125,58.9,2.0
 IX35,2014,54333.333333333336,Manual,35000,Diesel,150,53.3,1.7
 Tucson,2017,80000.0,Manual,32624,Diesel,30,61.7,1.7
 I30,2017,59666.666666666664,Manual,61942,Diesel,20,72.4,1.6
 IX20,2015,43666.666666666664,Automatic,34878,Petrol,200,43.6,1.6
 IX35,2014,60666.666666666664,Manual,53544,Diesel,165,51.4,2.0
 Tucson,2017,76666.66666666667,Manual,30531,Diesel,30,61.7,1.7
 I30,2016,64000.0,Manual,9671,Diesel,0,78.4,1.6
 Santa Fe,2017,135000.0,Manual,30142,Diesel,200,47.1,2.2
 Tucson,2018,103333.33333333333,Manual,11374,Petrol,145,44.8,1.6
 Tucson,2019,105333.33333333333,Manual,13251,Petrol,145,34.9,1.6
 I20,2017,50333.333333333336,Manual,30505,Petrol,30,55.4,1.2
 Tucson,2019,110666.66666666667,Manual,8293,Petrol,145,34.9,1.6
 Kona,2019,92333.33333333333,Manual,4989,Petrol,145,44.1,1.0
 I30,2016,55333.333333333336,Manual,23261,Diesel,0,78.4,1.6
 Tucson,2016,86333.33333333333,Semi-Auto,37452,Diesel,125,57.6,1.7
 Santa Fe,2016,117000.0,Semi-Auto,47077,Diesel,235,42.8,2.2
 Tucson,2018,113000.0,Automatic,32250,Diesel,145,47.1,2.0
 Tucson,2016,78666.66666666667,Manual,26452,Diesel,30,61.7,1.7
 Tucson,2018,121333.33333333333,Semi-Auto,40404,Diesel,145,57.6,1.7
 Tucson,2017,100000.0,Semi-Auto,36425,Diesel,145,57.6,1.7
 Kona,2018,101333.33333333333,Manual,12407,Petrol,145,52.3,1.0
 Tucson,2017,107666.66666666667,Manual,14491,Diesel,30,61.7,1.7
 I40,2016,68000.0,Semi-Auto,26876,Diesel,125,56.5,1.7
 Tucson,2016,80000.0,Manual,25224,Diesel,30,61.7,1.7
 Santa Fe,2015,103000.0,Semi-Auto,41900,Diesel,260,41.5,2.2
 I800,2019,156000.0,Automatic,804,Diesel,145,31.7,2.5
 Tucson,2017,91666.66666666667,Manual,12023,Diesel,30,61.7,1.7
 Tucson,2017,98000.0,Semi-Auto,15948,Diesel,125,57.6,1.7
 Tucson,2017,100000.0,Manual,11428,Diesel,30,61.7,1.7
 Veloster,2013,41666.666666666664,Manual,46436,Petrol,160,43.5,1.6
 Tucson,2020,199000.0,Manual,3850,Hybrid,145,48.7,1.6
 I20,2019,70666.66666666667,Manual,14600,Petrol,145,46.3,1.2
 Ioniq,2017,104333.33333333333,Automatic,31490,Hybrid,0,78.5,1.6
 Tucson,2016,68000.0,Manual,66216,Diesel,30,61.7,1.7
 Ioniq,2019,117000.0,Semi-Auto,11311,Hybrid,135,78.5,1.6
 Kona,2019,98333.33333333333,Manual,14000,Petrol,145,44.1,1.0
 Ioniq,2019,119333.33333333333,Automatic,8809,Hybrid,135,78.5,1.6
 Ioniq,2018,110666.66666666667,Automatic,20000,Hybrid,135,78.5,1.6
 Tucson,2019,126666.66666666667,Manual,11341,Petrol,145,34.9,1.6
 Ioniq,2020,166000.0,Automatic,3000,Hybrid,135,62.8,1.6
 Tucson,2017,90333.33333333333,Manual,41157,Diesel,30,61.7,1.7
 Ioniq,2019,122333.33333333333,Automatic,14368,Hybrid,135,78.5,1.6
 Tucson,2019,126666.66666666667,Manual,18241,Diesel,145,48.7,1.6
 Tucson,2019,154333.33333333334,Semi-Auto,5874,Petrol,145,36.2,1.6
 I30,2020,125000.0,Manual,4000,Petrol,145,41.5,1.4
 I10,2020,88000.0,Manual,1000,Petrol,145,56.5,1.0
 I30,2019,113000.0,Manual,4000,Diesel,145,60.1,1.6
 I10,2020,96333.33333333333,Manual,4550,Petrol,145,51.4,1.2
 Tucson,2018,116000.0,Semi-Auto,33500,Diesel,145,57.7,1.7
 Tucson,2017,91666.66666666667,Manual,18235,Diesel,30,61.7,1.7
 I10,2014,33666.666666666664,Manual,42346,Petrol,20,60.1,1.0
 Tucson,2018,116000.0,Semi-Auto,33500,Diesel,145,57.7,1.7
 Tucson,2017,91666.66666666667,Manual,18235,Diesel,30,61.7,1.7
 I10,2018,54333.333333333336,Manual,7594,Petrol,145,60.1,1.0
 Santa Fe,2018,171666.66666666666,Semi-Auto,17189,Diesel,145,42.8,2.2
 Ioniq,2017,101000.0,Semi-Auto,46899,Hybrid,0,78.5,1.6
 Santa Fe,2018,164333.33333333334,Semi-Auto,35887,Diesel,145,42.8,2.2
 I30,2018,81000.0,Manual,25289,Diesel,145,74.3,1.6
 Tucson,2016,73333.33333333333,Manual,15800,Diesel,30,61.7,1.7
 I40,2015,64000.0,Manual,39779,Diesel,30,65.7,1.7
 Tucson,2016,86333.33333333333,Manual,21225,Diesel,30,61.7,1.7
 IX35,2014,44666.666666666664,Manual,64021,Diesel,145,53.3,1.7
 Tucson,2017,94666.66666666667,Semi-Auto,35776,Diesel,125,57.6,1.7
 Tucson,2016,76666.66666666667,Manual,68773,Diesel,145,54.3,2.0
 Tucson,2018,95666.66666666667,Manual,18000,Petrol,145,44.8,1.6
 I40,2014,41666.666666666664,Manual,59200,Diesel,30,65.7,1.7
 I30,2017,70333.33333333333,Manual,49035,Diesel,145,74.3,1.6
 Santa Fe,2017,143000.0,Manual,22531,Diesel,200,47.1,2.2
 Tucson,2016,72333.33333333333,Manual,40800,Diesel,30,61.7,1.7
 Santa Fe,2017,156000.0,Manual,28845,Diesel,200,47.1,2.2
 Tucson,2017,102333.33333333333,Semi-Auto,41684,Diesel,125,57.6,1.7
 Tucson,2017,98000.0,Manual,47840,Diesel,30,61.7,1.7
 Tucson,2020,206666.66666666666,Manual,3000,Hybrid,145,47.9,1.6
 Tucson,2017,130000.0,Automatic,35753,Diesel,200,47.1,2.0
 Tucson,2017,105333.33333333333,Manual,31013,Diesel,30,61.4,1.7
 Tucson,2017,124666.66666666667,Semi-Auto,35793,Diesel,125,57.6,1.7
 I20,2020,96333.33333333333,Manual,3000,Petrol,145,46.3,1.2
 Tucson,2017,91666.66666666667,Manual,36681,Diesel,30,61.7,1.7
 Tucson,2019,108666.66666666667,Manual,12230,Petrol,150,34.9,1.6
