Name,Condition,Price,Location,Link,Description,Car_code,Year of manufacture,Condition,Origin,Body type,Engine,Exterior color,Interior color,Seats,Doors,Mileage
Ford Ranger XLS 2.0L 4x2 MT - 2022, Used car,578 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-ford-ranger-xls-2.0l-4x2-mt-2022-5453170," *Domestic assembly car, White color, máy dầu 2.0 L, Manual transmission, đã đi 30,000 km ... ",Code: 5453170,2022.0,Used car,Assembled domestically,Bán tải / Pickup,Dầu  2.0 L,White,Black,5 seats,4 cửa,"30,000 Km"
Toyota Fortuner 2.4G 4x2 MT - 2016, Used car,669 Million VND,Hanoi,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-mt-2016-5303811," *Imported car, White color, máy dầu 2.4 L, Manual transmission, đã đi 70,000 km ... ",Code: 5303811,2016.0,Used car,Imported,SUV,Dầu  2.4 L,White,Brown,7 seats,5 doors,"70,000 Km"
Toyota Vios 1.5E - 2017, Used car,280 Million VND,Hanoi,https://bonbanh.com/xe-toyota-vios-1.5e-2017-5442239," *Domestic assembly car, màu cát, Petrol engine 1.5 L, Manual transmission, đã đi 60,936 km ... ",Code: 5442239,2017.0,Used car,Assembled domestically,Sedan,Petrol  1.5 L,Cát,Kem,5 seats,4 cửa,"60,936 Km"
VinFast VF8 Eco - 2023, New car,850 Million VND,Hanoi,https://bonbanh.com/xe-vinfast-vf8-eco-2023-5330338," *Domestic assembly car, Black color, xe điện , Automatic transmission ... ",Code: 5330338,2023.0,New car,Assembled domestically,SUV,Điện  0.2 L,Black,Black,5 seats,5 doors,
Toyota Vios G 1.5 CVT - 2024, New car,530 Million VND,Hanoi,https://bonbanh.com/xe-toyota-vios-g-1.5-cvt-2024-5397776," *Domestic assembly car, Black color, Petrol engine 1.5 L, Automatic transmission ... ",Code: 5397776,2024.0,New car,Assembled domestically,Sedan,Petrol  1.5 L,Black,Black,5 seats,4 cửa,
Mercedes Benz E class E200 - 2015, Used car,678 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mercedes_benz-e_class-e200-2015-5361126," *Domestic assembly car, White color, Petrol engine 2.0 L, Automatic transmission ... ",Code: 5361126,2015.0,Used car,Assembled domestically,Sedan,Petrol  2.0 L,White,Black,5 seats,4 cửa,0 Km
Mercedes Benz C class C300 AMG - 2016, Used car,830 Million VND,Hanoi,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2016-5154969," *Domestic assembly car, Black color, Petrol engine 2.0 L, Automatic transmission, đã đi 82,000 km ... ",Code: 5154969,2016.0,Used car,Assembled domestically,Sedan,Petrol  2.0 L,Black,Black,5 seats,4 cửa,"82,000 Km"
Ford Ranger XLS 2.0L 4x4 AT - 2024, New car,716 Million VND,Hanoi,https://bonbanh.com/xe-ford-ranger-xls-2.0l-4x4-at-2024-5320124," *Domestic assembly car, Black color, máy dầu 2.0 L, Automatic transmission ... ",Code: 5320124,2024.0,New car,Assembled domestically,Bán tải / Pickup,Dầu  2.0 L,Black,Black,5 seats,4 cửa,
Toyota Veloz Cross Top 1.5 CVT - 2024, New car,625 Million VND,Hanoi,https://bonbanh.com/xe-toyota-veloz-cross-top-1.5-cvt-2024-5272720," *Domestic assembly car, Black color, Petrol engine 1.5 L, Automatic transmission ... ",Code: 5272720,2024.0,New car,Assembled domestically,SUV,Petrol  1.5 L,Black,Black,7 seats,5 doors,
Toyota Raize G 1.0 CVT - 2024, New car,498 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-toyota-raize-g-1.0-cvt-2024-5395930," *Imported car, White color, Petrol engine 1.0 L, Automatic transmission ... ",Code: 5395930,2024.0,New car,Imported,SUV,Petrol  1.0 L,White,Black,5 seats,5 doors,
Toyota Corolla Cross 1.8G - 2022, Used car,720 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-toyota-corolla_cross-1.8g-2022-5424142," *Imported car, Red color, Petrol engine 1.8 L, Automatic transmission, đã đi 10,329 km ... ",Code: 5424142,2022.0,Used car,Imported,SUV,Petrol  1.8 L,Red,Black,5 seats,5 doors,"10,329 Km"
Ford Territory Titanium X 1.5L AT - 2024, New car,831 Million VND,Hanoi,https://bonbanh.com/xe-ford-territory-titanium-x-1.5l-at-2024-5072287," *Domestic assembly car, White color, Petrol engine 1.5 L, Automatic transmission ... ",Code: 5072287,2024.0,New car,Assembled domestically,SUV,Petrol  1.5 L,White,Nhiều màu,5 seats,5 doors,
Ford Territory Titanium X 1.5L AT - 2024, New car,831 Million VND,Hanoi,https://bonbanh.com/xe-ford-territory-titanium-x-1.5l-at-2024-5132849," *Domestic assembly car, Black color, Petrol engine 1.5 L, Automatic transmission ... ",Code: 5132849,2024.0,New car,Assembled domestically,SUV,Petrol  1.5 L,Black,Nhiều màu,5 seats,5 doors,
Mercedes Benz GLS 450 4Matic - 2023, New car,5 Billion VND 329 Million VND,Hanoi,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2023-4924264," *Imported car, Black color, Petrol engine 3.0 L, Automatic transmission ... ",Code: 4924264,2023.0,New car,Imported,SUV,Petrol  3.0 L,Black,-,7 seats,5 doors,
Mercedes Benz S class S400L - 2014, Used car,1 Billion VND 299 Million VND,Thái Nguyên,https://bonbanh.com/xe-mercedes_benz-s_class-s400l-2014-5212779," *Domestic assembly car, White color, Petrol engine 3.0 L, Automatic transmission, đã đi 150,000 km ... ",Code: 5212779,2014.0,Used car,Assembled domestically,Sedan,Petrol  3.0 L,White,Black,5 seats,4 cửa,"150,000 Km"
Mitsubishi Attrage 1.2 MT - 2023, New car,380 Million VND,Hanoi,https://bonbanh.com/xe-mitsubishi-attrage-1.2-mt-2023-3184524," *Imported car, White color, Petrol engine 1.2 L, Manual transmission ... ",Code: 3184524,2023.0,New car,Imported,Sedan,Petrol  1.2 L,White,Black,5 seats,4 cửa,
Mazda 3 1.5L Deluxe - 2023, New car,579 Million VND,Hanoi,https://bonbanh.com/xe-mazda-3-1.5l-deluxe-2023-5133899," *Domestic assembly car, Red color, Petrol engine 1.5 L, Automatic transmission ... ",Code: 5133899,2023.0,New car,Assembled domestically,Sedan,Petrol  1.5 L,Red,-,5 seats,4 cửa,
Suzuki Super Carry Van Blind Van - 2022, New car,210 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-suzuki-super_carry_van-blind-van-2022-5331639," *Domestic assembly car, Petrol engine 1.0 L, Manual transmission ... ",Code: 5331639,2022.0,New car,Assembled domestically,Van/Minivan,Petrol  1.0 L,Nhiều màu,Black,2 chỗ,5 doors,
Lexus RX 350 Luxury - 2024, New car,4 Billion VND 330 Million VND,Hanoi,https://bonbanh.com/xe-lexus-rx-350-luxury-2024-5389751," *Imported car, White color, Petrol engine 2.4 L, Automatic transmission ... ",Code: 5389751,2024.0,New car,Imported,SUV,Petrol  2.4 L,White,Black,5 seats,5 doors,
Toyota Highlander Limited Hybrid 2.5 AWD - 2020, Used car,3 Billion VND 600 Million VND,Hanoi,https://bonbanh.com/xe-toyota-highlander-limited-hybrid-2.5-awd-2020-5348874," *Imported car, Silver color, Hybrid car 2.5 L, Automatic transmission ... ",Code: 5348874,2020.0,Used car,Imported,SUV,Hybrid  2.5 L,Silver,Kem,7 seats,5 doors,0 Km
Ford Everest Titanium 2.0L 4x4 AT - 2024, New car,1 Billion VND 358 Million VND,Hanoi,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x4-at-2024-5070733," *Imported car, White color, máy dầu 2.0 L, Automatic transmission ... ",Code: 5070733,2024.0,New car,Imported,SUV,Dầu  2.0 L,White,Black,7 seats,5 doors,
VinFast Fadil 1.4 AT - 2020, Used car,310 Million VND,Hanoi,https://bonbanh.com/xe-vinfast-fadil-1.4-at-2020-5396812," *Domestic assembly car, màu xám, Petrol engine 1.4 L, Automatic transmission, đã đi 48,000 km ... ",Code: 5396812,2020.0,Used car,Assembled domestically,Hatchback,Petrol  1.4 L,Xám,Black,5 seats,5 doors,"48,000 Km"
Lexus ES 250 - 2023, New car,2 Billion VND 620 Million VND,Hanoi,https://bonbanh.com/xe-lexus-es-250-2023-5240238," *Imported car, White color, Petrol engine 2.5 L, Automatic transmission ... ",Code: 5240238,2023.0,New car,Imported,Sedan,Petrol  2.5 L,White,Brown,5 seats,5 doors,
LandRover Range Rover Evoque Dynamic - 2013, Used car,799 Million VND,Hanoi,https://bonbanh.com/xe-landrover-range_rover_evoque-dynamic-2013-5290513," *Imported car, Red color, Petrol engine 2.0 L, Automatic transmission, đã đi 80,000 km ... ",Code: 5290513,2013.0,Used car,Imported,SUV,Petrol  2.0 L,Red,Nhiều màu,5 seats,5 doors,"80,000 Km"
Hyundai Tucson 2.0 AT Tiêu chuẩn - 2021, Used car,1 Billion VND 680 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-hyundai-tucson-2.0-at-tieu-chuan-2021-5419741," *Domestic assembly car, Red color, Petrol engine 2.0 L, Automatic transmission, đã đi 29,000 km ... ",Code: 5419741,2021.0,Used car,Assembled domestically,Crossover,Petrol  2.0 L,Red,Kem,5 seats,5 doors,"29,000 Km"
Mazda BT50 Deluxe 2.2L 4x2 AT - 2021, Used car,560 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mazda-bt50-deluxe-2.2l-4x2-at-2021-5437772," *Imported car, Black color, máy dầu 2.2 L, Automatic transmission, đã đi 35,000 km ... ",Code: 5437772,2021.0,Used car,Imported,Bán tải / Pickup,Dầu  2.2 L,Black,Black,5 seats,4 cửa,"35,000 Km"
Ford Ranger XLS 2.0L 4x4 AT - 2023, New car,726 Million VND,Hanoi,https://bonbanh.com/xe-ford-ranger-xls-2.0l-4x4-at-2023-4879179," *Domestic assembly car, Black color, máy dầu 2.0 L, Automatic transmission ... ",Code: 4879179,2023.0,New car,Assembled domestically,Bán tải / Pickup,Dầu  2.0 L,Black,Black,5 seats,4 cửa,
Kia Carnival Luxury 2.2D - 2023, New car,1 Billion VND 179 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-kia-carnival-luxury-2.2d-2023-5189173," *Domestic assembly car, Red color, máy dầu 2.2 L, Automatic transmission ... ",Code: 5189173,2023.0,New car,Assembled domestically,Van/Minivan,Dầu  2.2 L,Red,Brown,8 chỗ,5 doors,
Toyota Alphard Executive Lounge - 2019, Used car,3 Billion VND 450 Million VND,Hanoi,https://bonbanh.com/xe-toyota-alphard-executive-lounge-2019-5423398," *Imported car, Black color, Petrol engine 3.5 L, Automatic transmission, đã đi 39,000 km ... ",Code: 5423398,2019.0,Used car,Imported,Van/Minivan,Petrol  3.5 L,Black,-,7 seats,5 doors,"39,000 Km"
Mazda 6 Premium 2.0 AT - 2023, New car,769 Million VND,Hải Phòng,https://bonbanh.com/xe-mazda-6-premium-2.0-at-2023-4078821," *Domestic assembly car, Red color, Petrol engine 2.0 L, Automatic transmission ... ",Code: 4078821,2023.0,New car,Assembled domestically,Sedan,Petrol  2.0 L,Red,Black,5 seats,4 cửa,
Mitsubishi Grunder 2.4 AT - 2010, Used car,313 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mitsubishi-grunder-2.4-at-2010-5442077," *Imported car, Black color, Petrol engine 2.4 L, Automatic transmission, đã đi 70,000 km ... ",Code: 5442077,2010.0,Used car,Imported,Sedan,Petrol  2.4 L,Black,-,5 seats,4 cửa,"70,000 Km"
Mazda CX5 Premium 2.0 AT - 2023, New car,839 Million VND,Thanh Hóa,https://bonbanh.com/xe-mazda-cx5-premium-2.0-at-2023-5408492," *Domestic assembly car, Black color, Petrol engine 2.0 L, Automatic transmission ... ",Code: 5408492,2023.0,New car,Assembled domestically,SUV,Petrol  2.0 L,Black,-,5 seats,5 doors,
Audi Q5 2.0 AT - 2013, Used car,599 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-audi-q5-2.0-at-2013-5440845," *Imported car, màu xanh, Petrol engine 2.0 L, Automatic transmission, đã đi 60,000 km ... ",Code: 5440845,2013.0,Used car,Imported,SUV,Petrol  2.0 L,Xanh,Kem,5 seats,5 doors,"60,000 Km"
BMW 5 Series 520i - 2013, Used car,688 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-bmw-5_series-520i-2013-5442017," *Imported car, Black color, Petrol engine 2.0 L, Automatic transmission, đã đi 90,000 km ... ",Code: 5442017,2013.0,Used car,Imported,Sedan,Petrol  2.0 L,Black,-,5 seats,4 cửa,"90,000 Km"
Lexus RX 200t - 2017, Used car,1 Billion VND 990 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-lexus-rx-200t-2017-5421850," *Imported car, White color, Petrol engine 2.0 L, Automatic transmission, đã đi 50,000 km ... ",Code: 5421850,2017.0,Used car,Imported,SUV,Petrol  2.0 L,White,Brown,5 seats,5 doors,"50,000 Km"
Toyota Camry LE 2.5 - 2010, Used car,495 Million VND,Hanoi,https://bonbanh.com/xe-toyota-camry-le-2.5-2010-5406301," *Imported car, Black color, Petrol engine 2.5 L, Automatic transmission, đã đi 97,000 km ... ",Code: 5406301,2010.0,Used car,Imported,Sedan,Petrol  2.5 L,Black,Kem,5 seats,4 cửa,"97,000 Km"
Lexus LX 600 Vip - 2024, New car,9 Billion VND 610 Million VND,Hanoi,https://bonbanh.com/xe-lexus-lx-600-vip-2024-5428789," *Imported car, màu đồng, Petrol engine 3.4 L, Automatic transmission ... ",Code: 5428789,2024.0,New car,Imported,SUV,Petrol  3.4 L,Đồng,Brown,4 chỗ,5 doors,
Toyota Raize G 1.0 CVT - 2024, New car,488 Million VND,Hanoi,https://bonbanh.com/xe-toyota-raize-g-1.0-cvt-2024-5251801," *Imported car, Red color, Petrol engine 1.0 L, Automatic transmission ... ",Code: 5251801,2024.0,New car,Imported,SUV,Petrol  1.0 L,Red,-,5 seats,5 doors,
Mazda 3 1.5L Sport Premium - 2022, Used car,670 Million VND,Hanoi,https://bonbanh.com/xe-mazda-3-1.5l-sport-premium-2022-5409320," *Domestic assembly car, màu xanh, Petrol engine 1.5 L, Automatic transmission, đã đi 14,000 km ... ",Code: 5409320,2022.0,Used car,Assembled domestically,Hatchback,Petrol  1.5 L,Xanh,Black,5 seats,5 doors,"14,000 Km"
Toyota Land Cruiser GX 4.5 - 2006, Used car,499 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-toyota-land_cruiser-gx-4.5-2006-5442051," *Domestic assembly car, màu xám, Petrol engine 4.5 L, Manual transmission, đã đi 110,000 km ... ",Code: 5442051,2006.0,Used car,Assembled domestically,SUV,Petrol  4.5 L,Xám,-,8 chỗ,5 doors,"110,000 Km"
Hyundai Tucson 2.0 ATH - 2020, Used car,740 Million VND,Hanoi,https://bonbanh.com/xe-hyundai-tucson-2.0-ath-2020-5435477," *Domestic assembly car, White color, Petrol engine 2.0 L, Automatic transmission, đã đi 63,000 km ... ",Code: 5435477,2020.0,Used car,Assembled domestically,Crossover,Petrol  2.0 L,White,Kem,5 seats,5 doors,"63,000 Km"
Toyota Prado VX 2.7L - 2019, Used car,2 Billion VND 50 Million VND,Hanoi,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2019-5440128," *Imported car, White color, Petrol engine 2.7 L, Automatic transmission, đã đi 90,000 km ... ",Code: 5440128,2019.0,Used car,Imported,SUV,Petrol  2.7 L,White,Kem,7 seats,5 doors,"90,000 Km"
Mitsubishi Xpander 1.5 MT - 2023, New car,525 Million VND,Hanoi,https://bonbanh.com/xe-mitsubishi-xpander-1.5-mt-2023-3539158," *Domestic assembly car, Black color, Petrol engine 1.5 L, Manual transmission ... ",Code: 3539158,2023.0,New car,Assembled domestically,SUV,Petrol  1.5 L,Black,Black,7 seats,5 doors,
Kia Sorento DATH - 2018, Used car,650 Million VND,Hanoi,https://bonbanh.com/xe-kia-sorento-dath-2018-5396703," *Domestic assembly car, Black color, máy dầu 2.2 L, Automatic transmission, đã đi 60,000 km ... ",Code: 5396703,2018.0,Used car,Assembled domestically,SUV,Dầu  2.2 L,Black,Kem,7 seats,5 doors,"60,000 Km"
Lexus RX 350 AWD - 2014, Used car,1 Billion VND 429 Million VND,Hanoi,https://bonbanh.com/xe-lexus-rx-350-awd-2014-5348863," *Imported car, Red color, Petrol engine 3.5 L, Automatic transmission, đã đi 70,000 km ... ",Code: 5348863,2014.0,Used car,Imported,SUV,Petrol  3.5 L,Red,Kem,5 seats,5 doors,"70,000 Km"
Mercedes Benz EQS 500 4Matic - 2023, New car,4 Billion VND 999 Million VND,Hải Phòng,https://bonbanh.com/xe-mercedes_benz-eqs-500-4matic-2023-5396004," *Imported car, Black color, xe điện , Automatic transmission ... ",Code: 5396004,2023.0,New car,Imported,SUV,Điện  1.1 L,Black,Xám,5 seats,5 doors,
Suzuki Ertiga Limited 1.5 AT - 2020, Used car,465 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-suzuki-ertiga-limited-1.5-at-2020-5421392," *Imported car, White color, Petrol engine 1.5 L, Automatic transmission, đã đi 50,000 km ... ",Code: 5421392,2020.0,Used car,Imported,SUV,Petrol  1.5 L,White,-,7 seats,5 doors,"50,000 Km"
Peugeot 2008 Active 1.2 AT - 2023, New car,719 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-peugeot-2008-active-1.2-at-2023-5424065," *Domestic assembly car, White color, Petrol engine 1.2 L, Automatic transmission ... ",Code: 5424065,2023.0,New car,Assembled domestically,Crossover,Petrol  1.2 L,White,Black,5 seats,5 doors,
Ford EcoSport Titanium 1.5L AT - 2018, Used car,428 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2018-5426942," *Domestic assembly car, White color, Petrol engine 1.5 L, Automatic transmission, đã đi 42,000 km ... ",Code: 5426942,2018.0,Used car,Assembled domestically,SUV,Petrol  1.5 L,White,Black,5 seats,5 doors,"42,000 Km"
MG 5 Standard 1.5 AT - 2023, New car,415 Million VND,Hanoi,https://bonbanh.com/xe-mg-5-standard-1.5-at-2023-5363155," *Imported car, Black color, Petrol engine 1.5 L, Automatic transmission ... ",Code: 5363155,2023.0,New car,Imported,Sedan,Petrol  1.5 L,Black,Black,5 seats,4 cửa,
Toyota Raize G 1.0 CVT - 2024, New car,492 Million VND,Hanoi,https://bonbanh.com/xe-toyota-raize-g-1.0-cvt-2024-5387340," *Imported car, White color, Petrol engine 1.0 L, Automatic transmission ... ",Code: 5387340,2024.0,New car,Imported,SUV,Petrol  1.0 L,White,Black,5 seats,5 doors,
MG ZS Standard 1.5 AT 2WD - 2023, New car,443 Million VND,Thanh Hóa,https://bonbanh.com/xe-mg-zs-standard-1.5-at-2wd-2023-5134799," *Imported car, Silver color, Petrol engine 1.5 L, Automatic transmission ... ",Code: 5134799,2023.0,New car,Imported,Crossover,Petrol  1.5 L,Silver,Black,5 seats,5 doors,
Toyota Yaris Cross 1.5 D-CVT - 2024, New car,640 Million VND,Hanoi,https://bonbanh.com/xe-toyota-yaris-cross-1.5-d-cvt-2024-5186953," *Imported car, White color, Petrol engine 1.5 L, Automatic transmission ... ",Code: 5186953,2024.0,New car,Imported,SUV,Petrol  1.5 L,White,Black,5 seats,5 doors,
Mercedes Benz E class E200 - 2017, Used car,999 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-mercedes_benz-e_class-e200-2017-5440789," *Domestic assembly car, màu xanh, Petrol engine 2.0 L, Automatic transmission, đã đi 60,000 km ... ",Code: 5440789,2017.0,Used car,Assembled domestically,Sedan,Petrol  2.0 L,Xanh,Kem,5 seats,4 cửa,"60,000 Km"
Toyota Vios 1.5G - 2013, Used car,318 Million VND,Hanoi,https://bonbanh.com/xe-toyota-vios-1.5g-2013-5417750," *Domestic assembly car, Silver color, Petrol engine 1.5 L, Automatic transmission, đã đi 81,500 km ... ",Code: 5417750,2013.0,Used car,Assembled domestically,Sedan,Petrol  1.5 L,Silver,Kem,5 seats,4 cửa,"81,500 Km"
Haval H6 HEV - 2023, New car,886 Million VND,Ho Chi Minh City,https://bonbanh.com/xe-haval-h6-hev-2023-5202418," *Imported car, White color, Hybrid car 1.5 L, Automatic transmission ... ",Code: 5202418,2023.0,New car,Imported,SUV,Hybrid  1.5 L,White,Black,5 seats,5 doors,
Hyundai SantaFe 2.2 MT - 2008, Used car,322 Million VND,Lâm Đồng,https://bonbanh.com/xe-hyundai-santafe-2.2-mt-2008-5375765," *Imported car, Black color, máy dầu 2.2 L, Manual transmission, đã đi 98,000 km ... ",Code: 5375765,2008.0,Used car,Imported,SUV,Dầu  2.2 L,Black,Kem,7 seats,5 doors,"98,000 Km"
Lexus LS 460L AWD - 2012, Used car,1 Billion VND 490 Million VND,Hanoi,https://bonbanh.com/xe-lexus-ls-460l-awd-2012-5326652," *Imported car, Black color, Petrol engine 4.6 L, Automatic transmission, đã đi 120,000 km ... ",Code: 5326652,2012.0,Used car,Imported,Sedan,Petrol  4.6 L,Black,Kem,5 seats,4 cửa,"120,000 Km"
Honda Civic 1.8 AT - 2008, Used car,225 Million VND,Hanoi,https://bonbanh.com/xe-honda-civic-1.8-at-2008-5445041," *Domestic assembly car, Silver color, Petrol engine 1.8 L, Automatic transmission, đã đi 120,000 km ... ",Code: 5445041,2008.0,Used car,Assembled domestically,Sedan,Petrol  1.8 L,Silver,Kem,5 seats,4 cửa,"120,000 Km"
Honda Civic RS 1.5 AT - 2023, New car,875 Million VND,Bà Rịa Vũng Tàu,https://bonbanh.com/xe-honda-civic-rs-1.5-at-2023-4772242," *Imported car, White color, Petrol engine 1.5 L, Automatic transmission ... ",Code: 4772242,2023.0,New car,Imported,Sedan,Petrol  1.5 L,White,Black,5 seats,4 cửa,
Ford Everest Wildtrak 2.0L 4x4 AT - 2023, New car,1 Billion VND 388 Million VND,Hanoi,https://bonbanh.com/xe-ford-everest-wildtrak-2.0l-4x4-at-2023-5198429," *Imported car, Red color, máy dầu 2.0 L, Automatic transmission ... ",Code: 5198429,2023.0,New car,Imported,SUV,Dầu  2.0 L,Red,Black,7 seats,5 doors,
Toyota Avalon Limited Hybrid - 2014, Used car,1 Billion VND 199 Million VND,Hanoi,https://bonbanh.com/xe-toyota-avalon-limited-hybrid-2014-5389839," *Imported car, Black color, Hybrid car 2.5 L, Automatic transmission, đã đi 48,000 km ... ",Code: 5389839,2014.0,Used car,Imported,Sedan,Hybrid  2.5 L,Black,Kem,5 seats,4 cửa,"48,000 Km"
